Sr. No. ,Country ,State ,District ,City/Village/Area,Pincode
21565,India,Maharashtra,Thane,Shivale,421401
21566,India,Maharashtra,Thane,Shrirangnagar,400608
21567,India,Maharashtra,Thane,Sogaon,421403
21568,India,Maharashtra,Thane,Somta,401403
21569,India,Maharashtra,Thane,Sonale,421303
21570,India,Maharashtra,Thane,Sopara,401203
21571,India,Maharashtra,Thane,Station Road Unr-3,421002
21572,India,Maharashtra,Thane,Subhash Road,421301
21573,India,Maharashtra,Thane,Sukhasale,401605
21574,India,Maharashtra,Thane,Suryanagar,401609
21575,India,Maharashtra,Thane,Talasari,401606
21576,India,Maharashtra,Thane,Talawada,401607
21577,India,Maharashtra,Thane,Talegaon,421401
21578,India,Maharashtra,Thane,Tanashi,401503
21579,India,Maharashtra,Thane,Tandulwadi,401102
21580,India,Maharashtra,Thane,Tansa,421601
21581,India,Maharashtra,Thane,Tapasenagar,400608
21582,India,Maharashtra,Thane,Tarapur App,401504
21583,India,Maharashtra,Thane,Tarapur,401502
21584,India,Maharashtra,Thane,Tarapur Ti,401506
21585,India,Maharashtra,Thane,Tawa,401607
21586,India,Maharashtra,Thane,Tembhikhodave,401102
21587,India,Maharashtra,Thane,Tembhode,401405
21588,India,Maharashtra,Thane,Tembhurli,421601
21589,India,Maharashtra,Thane,Thakurli,421201
21590,India,Maharashtra,Thane,Thane Bazar,400601
21591,India,Maharashtra,Thane,Thane East,400603
21592,India,Maharashtra,Thane,Thane,400601
21593,India,Maharashtra,Thane,Thane R.S.,400601
21594,India,Maharashtra,Thane,Thune,421403
21595,India,Maharashtra,Thane,Tilaknagar,421201
21596,India,Maharashtra,Thane,Tilher,401303
21597,India,Maharashtra,Thane,Titwala,421605
21598,India,Maharashtra,Thane,Tokawade,421402
21599,India,Maharashtra,Thane,Tulai,421401
21600,India,Maharashtra,Thane,Turbhe Market,400703
21601,India,Maharashtra,Thane,Turbhe,400703
21602,India,Maharashtra,Thane,Tuse,421303
21603,India,Maharashtra,Thane,Uchat,421312
21604,India,Maharashtra,Thane,Udhale,401604
21605,India,Maharashtra,Thane,Udhave,401606
21606,India,Maharashtra,Thane,Ulhasnagar 1,421002
21607,India,Maharashtra,Thane,Ulhasnagar-2,421002
21608,India,Maharashtra,Thane,Ulhasnagar-4,421004
21609,India,Maharashtra,Thane,Ulhasnagar-5,421005
21610,India,Maharashtra,Thane,Umbarpada,401102
21611,India,Maharashtra,Thane,Umela,401202
21612,India,Maharashtra,Thane,Umrale,401203
21613,India,Maharashtra,Thane,Umroli,401501
21614,India,Maharashtra,Thane,Uplat,401606
21615,India,Maharashtra,Thane,Urse,401602
21616,India,Maharashtra,Thane,Usarani,401102
21617,India,Maharashtra,Thane,Utawali,421303
21618,India,Maharashtra,Thane,Uttan,401106
21619,India,Maharashtra,Thane,Vadavali,421302
21620,India,Maharashtra,Thane,Vadhavan,401503
21621,India,Maharashtra,Thane,Vadpe,421302
21622,India,Maharashtra,Thane,Vaholi,421103
21623,India,Maharashtra,Thane,Vaishakhare,421402
21624,India,Maharashtra,Thane,Vaitarna,421601
21625,India,Maharashtra,Thane,Vajreshwari,401204
21626,India,Maharashtra,Thane,Valiv,401208
21627,India,Maharashtra,Thane,Valvande,401603
21628,India,Maharashtra,Thane,Vangani,421503
21629,India,Maharashtra,Thane,Vangaon,401103
21630,India,Maharashtra,Thane,Varale,421303
21631,India,Maharashtra,Thane,Varap,421103
21632,India,Maharashtra,Thane,Varor,401503
21633,India,Maharashtra,Thane,Vasai East IE,401208
21634,India,Maharashtra,Thane,Vasai Road E,401202
21635,India,Maharashtra,Thane,Vashala,421602
21636,India,Maharashtra,Thane,Vashala,401604
21637,India,Maharashtra,Thane,Vashi,400703
21638,India,Maharashtra,Thane,Vashi Sec-26,400703
21639,India,Maharashtra,Thane,Vashi-VII,400703
21640,India,Maharashtra,Thane,Vashind E.D.,421601
21641,India,Maharashtra,Thane,Vatar,401301
21642,India,Maharashtra,Thane,Vedhe,401204
21643,India,Maharashtra,Thane,Vehele,421601
21644,India,Maharashtra,Thane,Vehloli,421601
21645,India,Maharashtra,Thane,Vengani,401502
21646,India,Maharashtra,Thane,Veti,401607
21647,India,Maharashtra,Thane,Veur,401405
21648,India,Maharashtra,Thane,Vevji,401606
21649,India,Maharashtra,Thane,Vidyashram,421305
21650,India,Maharashtra,Thane,Vihigaon,421602
21651,India,Maharashtra,Thane,Vikramgad,401605
21652,India,Maharashtra,Thane,Vilkos,421303
21653,India,Maharashtra,Thane,Virar East,401305
21654,India,Maharashtra,Thane,Virar,401303
21655,India,Maharashtra,Thane,Virathan Budruk,401102
21656,India,Maharashtra,Thane,Vishnunagar,421202
21657,India,Maharashtra,Thane,Wada,421303
21658,India,Maharashtra,Thane,Wadi,421306
21659,India,Maharashtra,Thane,Wagle I.E.,400604
21660,India,Maharashtra,Thane,Waki,401602
21661,India,Maharashtra,Thane,Waki,421303
21662,India,Maharashtra,Thane,Waklan,400612
21663,India,Maharashtra,Thane,Yeranjad,421503
21664,India,Maharashtra,Thane,Zap,401603
21665,India,Maharashtra,Thane,Zari,401606
21666,India,Assam,Barpeta,Akaya,781329
21667,India,Assam,Barpeta,Ambari,781316
21668,India,Assam,Barpeta,Amdah,781325
21669,India,Assam,Barpeta,Amguri,781317
21670,India,Assam,Barpeta,Amrikhowa,781307
21671,India,Assam,Barpeta,Anandabazar,781318
21672,India,Assam,Barpeta,Anchali,781327
21673,India,Assam,Barpeta,B D Pathar,781318
21674,India,Assam,Barpeta,B Noontola,781317
21675,India,Assam,Barpeta,Baghbar,781308
21676,India,Assam,Barpeta,Baghmarabazar,781328
21677,India,Assam,Barpeta,Baghogra,781330
21678,India,Assam,Barpeta,Bagodi,781311
21679,India,Assam,Barpeta,Baharihat,781302
21680,India,Assam,Barpeta,Bajali College,781325
21681,India,Assam,Barpeta,Bakua,781327
21682,India,Assam,Barpeta,Balabitha,781313
21683,India,Assam,Barpeta,Balagaon,781319
21684,India,Assam,Barpeta,Balapet,781317
21685,India,Assam,Barpeta,Balikuri,781319
21686,India,Assam,Barpeta,Bamakhata,781325
21687,India,Assam,Barpeta,Bamunkata,781327
21688,India,Assam,Barpeta,Bamunkuchi,781326
21689,India,Assam,Barpeta,Bankubhanga,781319
21690,India,Assam,Barpeta,Baradi,781314
21691,India,Assam,Barpeta,Barbala,781316
21692,India,Assam,Barpeta,Barbang,781325
21693,India,Assam,Barpeta,Barengabari,781315
21694,India,Assam,Barpeta,Barenghati,781350
21695,India,Assam,Barpeta,Barghol,781302
21696,India,Assam,Barpeta,Barkapla,781307
21697,India,Assam,Barpeta,Barmazara,781318
21698,India,Assam,Barpeta,Barnagarcollege,781317
21699,India,Assam,Barpeta,Barpalli,781314
21700,India,Assam,Barpeta,Barpeta,781301
21701,India,Assam,Barpeta,Barpeta Road,781315
21702,India,Assam,Barpeta,Baslajan,781308
21703,India,Assam,Barpeta,Batabari,781326
21704,India,Assam,Barpeta,Betbari,781327
21705,India,Assam,Barpeta,Bhairaguri,781311
21706,India,Assam,Barpeta,Bhakuamari,781325
21707,India,Assam,Barpeta,Bhalaguri,781318
21708,India,Assam,Barpeta,Bhalukadoba,781317
21709,India,Assam,Barpeta,Bhatkuchi,781314
21710,India,Assam,Barpeta,Bhella,781309
21711,India,Assam,Barpeta,Bheraldi,781309
21712,India,Assam,Barpeta,Bhetua,781325
21713,India,Assam,Barpeta,Bhogdia,781305
21714,India,Assam,Barpeta,Bhogpur,781329
21715,India,Assam,Barpeta,Bhoirarpam,781308
21716,India,Assam,Barpeta,Bhotanta,781328
21717,India,Assam,Barpeta,Bhotantasaderi,781325
21718,India,Assam,Barpeta,Bhowanipur,781352
21719,India,Assam,Barpeta,Bilashi Para Bazar,781315
21720,India,Assam,Barpeta,Bonghugi,781321
21721,India,Assam,Barpeta,Burikhamar,781311
21722,India,Assam,Barpeta,Byaskuchi,781307
21723,India,Assam,Barpeta,C Bazar,781317
21724,India,Assam,Barpeta,Chachaka,781317
21725,India,Assam,Barpeta,Chakabusi,781308
21726,India,Assam,Barpeta,Chandmama,781321
21727,India,Assam,Barpeta,Chaparbari Bazar,781352
21728,India,Assam,Barpeta,Charcharia,781319
21729,India,Assam,Barpeta,Charnabazar,781328
21730,India,Assam,Barpeta,Chenglimari,781318
21731,India,Assam,Barpeta,Dabaliapara,781316
21732,India,Assam,Barpeta,Deoldi,781321
21733,India,Assam,Barpeta,Dhakua,781309
21734,India,Assam,Barpeta,Dharmpur,781308
21735,India,Assam,Barpeta,Dpdeolsdi,781308
21736,India,Assam,Barpeta,Dubi,781325
21737,India,Assam,Barpeta,Dumuria,781367
21738,India,Assam,Barpeta,Duramari,781317
21739,India,Assam,Barpeta,Erabamundi,781311
21740,India,Assam,Barpeta,Gahia,781311
21741,India,Assam,Barpeta,Gajia,781314
21742,India,Assam,Barpeta,Galia,781352
21743,India,Assam,Barpeta,Ganakkuchi,781314
21744,India,Assam,Barpeta,Gandhipur,781327
21745,India,Assam,Barpeta,Garaimari,781314
21746,India,Assam,Barpeta,Garatari,781311
21747,India,Assam,Barpeta,Ghilajari,781316
21748,India,Assam,Barpeta,Ghugubari,781319
21749,India,Assam,Barpeta,Gobardhana,781315
21750,India,Assam,Barpeta,Gobindapur,781326
21751,India,Assam,Barpeta,Golagaon,781327
21752,India,Assam,Barpeta,Gomafulbari,781302
21753,India,Assam,Barpeta,Guagacha,781313
21754,India,Assam,Barpeta,Gunialguri,781319
21755,India,Assam,Barpeta,Habidongra Bazar,781308
21756,India,Assam,Barpeta,Hathinapur,781325
21757,India,Assam,Barpeta,Howly,781316
21758,India,Assam,Barpeta,Hudukhata,781318
21759,India,Assam,Barpeta,Ishapur,781321
21760,India,Assam,Barpeta,Jahurpam,781314
21761,India,Assam,Barpeta,Jalahghat,781327
21762,India,Assam,Barpeta,Jania,781314
21763,India,Assam,Barpeta,Jarabari,781314
21764,India,Assam,Barpeta,Jasihatipara,781316
21765,India,Assam,Barpeta,Jatradia,781305
21766,India,Assam,Barpeta,K Bari,781330
21767,India,Assam,Barpeta,Kadang,781314
21768,India,Assam,Barpeta,Kadomtola,781308
21769,India,Assam,Barpeta,Kalahbhanga,781315
21770,India,Assam,Barpeta,Kalgachia,781319
21771,India,Assam,Barpeta,Kalpani Bazar,781315
21772,India,Assam,Barpeta,Kamalabari,781307
21773,India,Assam,Barpeta,Kamalpur,781352
21774,India,Assam,Barpeta,Kamargaon,781317
21775,India,Assam,Barpeta,Kapahtolichikni,781321
21776,India,Assam,Barpeta,Karaguri,781307
21777,India,Assam,Barpeta,Kardoiguri,781318
21778,India,Assam,Barpeta,Katajhar,781315
21779,India,Assam,Barpeta,Kathalmurighat,781328
21780,India,Assam,Barpeta,Kayakuchi Bazar,781352
21781,India,Assam,Barpeta,Keotkuchi,781309
21782,India,Assam,Barpeta,Khablarvitha,781352
21783,India,Assam,Barpeta,Khairabari,781315
21784,India,Assam,Barpeta,Khangra,781305
21785,India,Assam,Barpeta,Khardhara,781309
21786,India,Assam,Barpeta,Khatslpara,781316
21787,India,Assam,Barpeta,Kohitama,781315
21788,India,Assam,Barpeta,Kokilabari Farm,781330
21789,India,Assam,Barpeta,Komardaisa,781330
21790,India,Assam,Barpeta,Kujarpith,781316
21791,India,Assam,Barpeta,Kurobaha,781352
21792,India,Assam,Barpeta,Labdanguri Gon,781315
21793,India,Assam,Barpeta,Langa,781319
21794,India,Assam,Barpeta,Lowkata,781330
21795,India,Assam,Barpeta,Mainamata,781315
21796,India,Assam,Barpeta,Mairajar,781315
21797,India,Assam,Barpeta,Makrikuchi,781305
21798,India,Assam,Barpeta,Mandia,781308
21799,India,Assam,Barpeta,Manikpur,781308
21800,India,Assam,Barpeta,Maripur Anandapur,781329
21801,India,Assam,Barpeta,Mayanbari,781321
21802,India,Assam,Barpeta,Mazgaon,781313
21803,India,Assam,Barpeta,Mespara,781313
21804,India,Assam,Barpeta,Moutupuri,781316
21805,India,Assam,Barpeta,Muguria,781325
21806,India,Assam,Barpeta,Nagaon,781309
21807,India,Assam,Barpeta,Nagaon Bazar,781311
21808,India,Assam,Barpeta,Nakuchi Pathar,781352
21809,India,Assam,Barpeta,Naligaon,781352
21810,India,Assam,Barpeta,Namsala,781307
21811,India,Assam,Barpeta,Nasatraphulbari,781307
21812,India,Assam,Barpeta,Nimua,781315
21813,India,Assam,Barpeta,Nirala,781308
21814,India,Assam,Barpeta,Nityananda,781329
21815,India,Assam,Barpeta,Niz Rampur,781319
21816,India,Assam,Barpeta,Nizbahari,781302
21817,India,Assam,Barpeta,Odalguri,781325
21818,India,Assam,Barpeta,Pahumara,781308
21819,India,Assam,Barpeta,Paka Bet Bari Pathar,781352
21820,India,Assam,Barpeta,Palhaji,781309
21821,India,Assam,Barpeta,Parakuchi,781307
21822,India,Assam,Barpeta,Patacharkuchi,781326
21823,India,Assam,Barpeta,Patbaushi,781314
21824,India,Assam,Barpeta,Pathartolichatala,781321
21825,India,Assam,Barpeta,Pathsala,781325
21826,India,Assam,Barpeta,Pubrihabari,781329
21827,India,Assam,Barpeta,Puranbhowanipur,781318
21828,India,Assam,Barpeta,R B Hat,781309
21829,India,Assam,Barpeta,Radhakuchi,781309
21830,India,Assam,Barpeta,Ramaparapam,781308
21831,India,Assam,Barpeta,Rangia Bhaithabhangahat,781311
21832,India,Assam,Barpeta,Raoli,781311
21833,India,Assam,Barpeta,Raypur,781325
21834,India,Assam,Barpeta,Rupahi,781318
21835,India,Assam,Barpeta,Salbari,781318
21836,India,Assam,Barpeta,Samuagati,781318
21837,India,Assam,Barpeta,Santinagar,781314
21838,India,Assam,Barpeta,Sarthebari,781307
21839,India,Assam,Barpeta,Sarumanikpur,781329
21840,India,Assam,Barpeta,Sarupeta,781318
21841,India,Assam,Barpeta,Sarutapa,781352
21842,India,Assam,Barpeta,Satrakanara Bazar,781308
21843,India,Assam,Barpeta,Saudarvitha,781318
21844,India,Assam,Barpeta,Saupur,781319
21845,India,Assam,Barpeta,Senimari,781305
21846,India,Assam,Barpeta,Simlaguri,781313
21847,India,Assam,Barpeta,Sitoli,781308
21848,India,Assam,Barpeta,Sonabari,781321
21849,India,Assam,Barpeta,Sonafuli,781318
21850,India,Assam,Barpeta,Sonkuchi,781314
21851,India,Assam,Barpeta,Sorbhog,781317
21852,India,Assam,Barpeta,Sukmanah,781316
21853,India,Assam,Barpeta,Suliakata,781317
21854,India,Assam,Barpeta,Sundaridia,781314
21855,India,Assam,Barpeta,Tarakansdi,781321
21856,India,Assam,Barpeta,Thakurbazar,781301
21857,India,Assam,Barpeta,Tuplaipanbari,781329
21858,India,Assam,Goalpara,Agia,783120
21859,India,Assam,Goalpara,Ambari,783123
21860,India,Assam,Goalpara,Ambari Bazar,783129
21861,India,Assam,Goalpara,Ambuk,783123
21862,India,Assam,Goalpara,Amjonga,783124
21863,India,Assam,Goalpara,Aolatoli,783129
21864,India,Assam,Goalpara,Athiabari,783130
21865,India,Assam,Goalpara,Badahapur,783120
21866,India,Assam,Goalpara,Bagdoba,783123
21867,India,Assam,Goalpara,Baguan,783129
21868,India,Assam,Goalpara,Bahati,783125
21869,India,Assam,Goalpara,Baida,783120
21870,India,Assam,Goalpara,Bakaitari,783125
21871,India,Assam,Goalpara,Baladmari,783121
21872,India,Assam,Goalpara,Baladmarirchar,783101
21873,India,Assam,Goalpara,Balarbhita,783129
21874,India,Assam,Goalpara,Balbala Kalapani,783120
21875,India,Assam,Goalpara,Bandarshi,783124
21876,India,Assam,Goalpara,Barbhita,783101
21877,India,Assam,Goalpara,Bardamal,783120
21878,India,Assam,Goalpara,Barjhora,783120
21879,India,Assam,Goalpara,Bashbari,783129
21880,India,Assam,Goalpara,Beserkona,783129
21881,India,Assam,Goalpara,Bhalukdubi,783101
21882,India,Assam,Goalpara,Chakla,783125
21883,India,Assam,Goalpara,Chekowary,783123
21884,India,Assam,Goalpara,Chibonga,783124
21885,India,Assam,Goalpara,Chotipara,783126
21886,India,Assam,Goalpara,Chotomatia,783126
21887,India,Assam,Goalpara,Chunari,783129
21888,India,Assam,Goalpara,Dahela,783125
21889,India,Assam,Goalpara,Dakurbhita,783101
21890,India,Assam,Goalpara,Dalgoma,783125
21891,India,Assam,Goalpara,Damas,783122
21892,India,Assam,Goalpara,Damra,783122
21893,India,Assam,Goalpara,Darakh,783124
21894,India,Assam,Goalpara,Dariduri,783101
21895,India,Assam,Goalpara,Darragiri,783134
21896,India,Assam,Goalpara,Depalsung,783120
21897,India,Assam,Goalpara,Dhaigaon,783126
21898,India,Assam,Goalpara,Dhamer Reserve,783129
21899,India,Assam,Goalpara,Dhanubhanga,783130
21900,India,Assam,Goalpara,Dharai,783132
21901,India,Assam,Goalpara,Dhupdhara,783123
21902,India,Assam,Goalpara,Dighali,783123
21903,India,Assam,Goalpara,Dubapara,783101
21904,India,Assam,Goalpara,Dudhnoi,783124
21905,India,Assam,Goalpara,Dwarka,783120
21906,India,Assam,Goalpara,Fetangapara,783129
21907,India,Assam,Goalpara,Gaurnagar,783132
21908,India,Assam,Goalpara,Goalpara,783101
21909,India,Assam,Goalpara,Gossaibari,783125
21910,India,Assam,Goalpara,Govindapur,783101
21911,India,Assam,Goalpara,Harimura,783126
21912,India,Assam,Goalpara,Hashdoba,783129
21913,India,Assam,Goalpara,Jaleswar,783132
21914,India,Assam,Goalpara,Joybhum,783129
21915,India,Assam,Goalpara,Joypur Bazar,783129
21916,India,Assam,Goalpara,Joyramkuchi,783129
21917,India,Assam,Goalpara,Jurigaon,783120
21918,India,Assam,Goalpara,Kachadal,783134
21919,India,Assam,Goalpara,Kahibari,783130
21920,India,Assam,Goalpara,Kalyanpur,783101
21921,India,Assam,Goalpara,Katarihara,783132
21922,India,Assam,Goalpara,Khardang,783126
21923,India,Assam,Goalpara,Kharmuza,783101
21924,India,Assam,Goalpara,Khusdhowa,783124
21925,India,Assam,Goalpara,Kothakuthi,783123
21926,India,Assam,Goalpara,Krishnai,783126
21927,India,Assam,Goalpara,Kukurkata,783126
21928,India,Assam,Goalpara,Lakhipur,783129
21929,India,Assam,Goalpara,Lalabari,783126
21930,India,Assam,Goalpara,Lela,783124
21931,India,Assam,Goalpara,Maladhara,783120
21932,India,Assam,Goalpara,Mallengkona,783123
21933,India,Assam,Goalpara,Manikganj,783122
21934,India,Assam,Goalpara,Manupara,783124
21935,India,Assam,Goalpara,Markula,783120
21936,India,Assam,Goalpara,Matia Bazar,783125
21937,India,Assam,Goalpara,Matia,783125
21938,India,Assam,Goalpara,Mendima,783122
21939,India,Assam,Goalpara,Meserbhita,783129
21940,India,Assam,Goalpara,Misilkhowa,783126
21941,India,Assam,Goalpara,Mornai,783101
21942,India,Assam,Goalpara,Nidanpur,783129
21943,India,Assam,Goalpara,Nishangram,783122
21944,India,Assam,Goalpara,Panisali,783129
21945,India,Assam,Goalpara,Patpara,783130
21946,India,Assam,Goalpara,Rajapara,783133
21947,India,Assam,Goalpara,Rajasimla,783134
21948,India,Assam,Goalpara,Rajmita Pantai,783129
21949,India,Assam,Goalpara,Rakhasini,783101
21950,India,Assam,Goalpara,Ramharirchar,783101
21951,India,Assam,Goalpara,Rangjuli,783130
21952,India,Assam,Goalpara,Rowkhowa,783129
21953,India,Assam,Goalpara,Salpara,783123
21954,India,Assam,Goalpara,Sesapani,783134
21955,India,Assam,Goalpara,Shiliuk,783124
21956,India,Assam,Goalpara,Simlabari,783101
21957,India,Assam,Goalpara,Simlitola,783130
21958,India,Assam,Goalpara,Suarmari,783120
21959,India,Assam,Goalpara,Sutarpara,783125
21960,India,Assam,Goalpara,Takimari,783129
21961,India,Assam,Goalpara,Tingba,783123
21962,India,Assam,Goalpara,Tiplai,783130
21963,India,Assam,Goalpara,Tisimpur,783120
21964,India,Assam,Goalpara,Tukura,783126
21965,India,Assam,Goalpara,Tulsibari,783132
21966,India,Assam,Goalpara,Upartala,783124
21967,India,Assam,Goalpara,Zira,783126
21968,India,Assam,Jorhat,Alengmora,785108
21969,India,Assam,Jorhat,Assam Agriculture University,785013
21970,India,Assam,Jorhat,Auniati Satra,785106
21971,India,Assam,Jorhat,Baghmora,785101
21972,India,Assam,Jorhat,Bahana,785101
21973,India,Assam,Jorhat,Bahana Tiniali,785101
21974,India,Assam,Jorhat,Bahoni,785633
21975,India,Assam,Jorhat,Bahphola,785108
21976,India,Assam,Jorhat,Bailunggaon,785107
21977,India,Assam,Jorhat,Bajalani Kohar,785009
21978,India,Assam,Jorhat,Balijan Te,785635
21979,India,Assam,Jorhat,Bandor Chaliha,785633
21980,India,Assam,Jorhat,Barbheta,785004
21981,India,Assam,Jorhat,Barchapori Khakanguri,785108
21982,India,Assam,Jorhat,Bargayan,785104
21983,India,Assam,Jorhat,Baruajan,785630
21984,India,Assam,Jorhat,Bejorchiga,785112
21985,India,Assam,Jorhat,Bengenati Satra,785106
21986,India,Assam,Jorhat,Bhakatiduar,785110
21987,India,Assam,Jorhat,Bhogdaimukh,785001
21988,India,Assam,Jorhat,Bhuramora,785104
21989,India,Assam,Jorhat,Birina Shayak,785632
21990,India,Assam,Jorhat,Bogargaon,785632
21991,India,Assam,Jorhat,Boloma,785112
21992,India,Assam,Jorhat,Bongalpukhuri,785014
21993,India,Assam,Jorhat,Borhaam Kathani,785006
21994,India,Assam,Jorhat,Borholla,785631
21995,India,Assam,Jorhat,Borkhelia Goon,785101
21996,India,Assam,Jorhat,Bormathauri,785112
21997,India,Assam,Jorhat,Bormukoli,785703
21998,India,Assam,Jorhat,Borpomua Lakhimi,785105
21999,India,Assam,Jorhat,Botiamari,785106
22000,India,Assam,Jorhat,Chalihagaon,785004
22001,India,Assam,Jorhat,Chamaguri Kamalabari,785110
22002,India,Assam,Jorhat,Chamahiati,785105
22003,India,Assam,Jorhat,Charaibahi,785616
22004,India,Assam,Jorhat,Charighoria,785108
22005,India,Assam,Jorhat,Charingia,785006
22006,India,Assam,Jorhat,Chengeli Gaon,785010
22007,India,Assam,Jorhat,Chenijaan,785010
22008,India,Assam,Jorhat,Chitardarchuk,785104
22009,India,Assam,Jorhat,Chowtang,785101
22010,India,Assam,Jorhat,Chukial,785632
22011,India,Assam,Jorhat,Chumaimari Missing Gaon,785102
22012,India,Assam,Jorhat,Chungi,785616
22013,India,Assam,Jorhat,Chungi Lahing,785635
22014,India,Assam,Jorhat,Cinnamara,785008
22015,India,Assam,Jorhat,Dahotia B.O,785001
22016,India,Assam,Jorhat,Dakhin Pat Satra,785102
22017,India,Assam,Jorhat,Deogharia,785630
22018,India,Assam,Jorhat,Desoinagar,785015
22019,India,Assam,Jorhat,Dewangaon,785107
22020,India,Assam,Jorhat,Dhalajan,785616
22021,India,Assam,Jorhat,Dhalarsatra,785001
22022,India,Assam,Jorhat,Dhekiakhowa,785700
22023,India,Assam,Jorhat,Dhekorgorah,785015
22024,India,Assam,Jorhat,Dihingia,785630
22025,India,Assam,Jorhat,Doklongia,785634
22026,India,Assam,Jorhat,Dulakhoria,785112
22027,India,Assam,Jorhat,Fakalapather,785111
22028,India,Assam,Jorhat,Fechual,785635
22029,India,Assam,Jorhat,Fulbari,785630
22030,India,Assam,Jorhat,Gabharu Konwargaon,785636
22031,India,Assam,Jorhat,Garali,785001
22032,India,Assam,Jorhat,Garmursatra,785104
22033,India,Assam,Jorhat,Gatanga,785616
22034,India,Assam,Jorhat,Gayengaon,785110
22035,India,Assam,Jorhat,Gezera,785110
22036,India,Assam,Jorhat,Goalgaon,785104
22037,India,Assam,Jorhat,Gohainbari,785635
22038,India,Assam,Jorhat,Gohaingaon,785601
22039,India,Assam,Jorhat,Gojpuria,785008
22040,India,Assam,Jorhat,Gorajan,785631
22041,India,Assam,Jorhat,Gorokhiadol,785015
22042,India,Assam,Jorhat,Halowapathar,785636
22043,India,Assam,Jorhat,Hatigarh,785007
22044,India,Assam,Jorhat,Hatigarh Balichapori,785101
22045,India,Assam,Jorhat,Hazarikagaon,785104
22046,India,Assam,Jorhat,Hemlai,785636
22047,India,Assam,Jorhat,Hulalbari,785700
22048,India,Assam,Jorhat,Ikarani,785631
22049,India,Assam,Jorhat,Itakhuli,785007
22050,India,Assam,Jorhat,Jakharia,785112
22051,India,Assam,Jorhat,Jalukonibari,785630
22052,India,Assam,Jorhat,Japichijia,785636
22053,India,Assam,Jorhat,Jatakia,785666
22054,India,Assam,Jorhat,Jengraichapori,785105
22055,India,Assam,Jorhat,Jengraikumarbari,785105
22056,India,Assam,Jorhat,Jengraimukh,785105
22057,India,Assam,Jorhat,Jhanjimukh,785112
22058,India,Assam,Jorhat,Jogduar,785112
22059,India,Assam,Jorhat,Jogduar Sonari,785112
22060,India,Assam,Jorhat,Jokaibowa,785104
22061,India,Assam,Jorhat,Jorhat Engg College,785007
22062,India,Assam,Jorhat,Jorhat,785001
22063,India,Assam,Jorhat,Jorhat Reserch Lab,785006
22064,India,Assam,Jorhat,Kachagoral,785010
22065,India,Assam,Jorhat,Kachamari,785616
22066,India,Assam,Jorhat,Kachukhat,785633
22067,India,Assam,Jorhat,Kakajan Duliagaon,785107
22068,India,Assam,Jorhat,Kakajan,785107
22069,India,Assam,Jorhat,Kakilamukh,785108
22070,India,Assam,Jorhat,Kakodonga Bekajan,785631
22071,India,Assam,Jorhat,Kalakhowa,785010
22072,India,Assam,Jorhat,Kamalabari,785106
22073,India,Assam,Jorhat,Kamarkhatowal,785107
22074,India,Assam,Jorhat,Karatipar,785104
22075,India,Assam,Jorhat,Karki Chuk Missing Gaon,785105
22076,India,Assam,Jorhat,Khatisona,785635
22077,India,Assam,Jorhat,Khorikotia,785633
22078,India,Assam,Jorhat,Koliani,785108
22079,India,Assam,Jorhat,Koliapani,785112
22080,India,Assam,Jorhat,Komalpur,785104
22081,India,Assam,Jorhat,Konwaripukhuri B.O,785001
22082,India,Assam,Jorhat,Kopradhara,785700
22083,India,Assam,Jorhat,Korokatoly,785015
22084,India,Assam,Jorhat,Koronga,785008
22085,India,Assam,Jorhat,Kukurachowa,785636
22086,India,Assam,Jorhat,Kulamua Missing,785104
22087,India,Assam,Jorhat,Lahdoigarh Chariali,785700
22088,India,Assam,Jorhat,Lahinggaon,785635
22089,India,Assam,Jorhat,Lakhibari,785635
22090,India,Assam,Jorhat,Lichubari,785008
22091,India,Assam,Jorhat,Macharhat,785001
22092,India,Assam,Jorhat,Madhapur,785630
22093,India,Assam,Jorhat,Madhupur,785104
22094,India,Assam,Jorhat,Majkuri,785112
22095,India,Assam,Jorhat,Majnoi,785636
22096,India,Assam,Jorhat,Majorchapori,785104
22097,India,Assam,Jorhat,Majordeori,785105
22098,India,Assam,Jorhat,Majulibongaon,785110
22099,India,Assam,Jorhat,Malowpathar,785108
22100,India,Assam,Jorhat,Mariani,785634
22101,India,Assam,Jorhat,Melamati,785632
22102,India,Assam,Jorhat,Meleng,785634
22103,India,Assam,Jorhat,Meleng Te,785700
22104,India,Assam,Jorhat,Melenggrant,785635
22105,India,Assam,Jorhat,Miligaon Tiniali,785110
22106,India,Assam,Jorhat,Mirigaon,785631
22107,India,Assam,Jorhat,Missamora Missing Gaon,785104
22108,India,Assam,Jorhat,Mogroigaon,785635
22109,India,Assam,Jorhat,Mohimabari,785631
22110,India,Assam,Jorhat,Mokrong,785631
22111,India,Assam,Jorhat,Morangaon,785630
22112,India,Assam,Jorhat,Morituni,785106
22113,India,Assam,Jorhat,Morongial,785635
22114,India,Assam,Jorhat,Moutgaon,785101
22115,India,Assam,Jorhat,Mudoibil,785105
22116,India,Assam,Jorhat,Mudoijan Tiniali,785112
22117,India,Assam,Jorhat,Muktinagar,785631
22118,India,Assam,Jorhat,Murmuria,785704
22119,India,Assam,Jorhat,Murmuria Missing Gaon,785105
22120,India,Assam,Jorhat,Na Ali Dhekiajuli,785009
